Date,Open,High,Low,Close,Adj_Close,Volume
2004/4/22,8.305,8.3275,8.2625,8.3275,8.3275,
2004/4/23,8.6125,8.8625,8.61,,,6985200.0
2004/4/26,8.815,8.915,,8.73,8.73,3328000.0
2004/4/27,8.725,8.775,8.6375,8.6625,8.6625,1009600.0
2004/4/28,8.65,8.68,8.4675,8.515,8.515,2099200.0
2004/4/29,8.54,8.78,8.54,8.775,8.775,2326800.0
2004/4/30,8.8075,8.8075,8.6025,8.615,8.615,
2004/5/3,8.63,8.69,8.575,8.65,8.65,1172800.0
2004/5/4,8.65,8.74,8.49,8.6625,8.6625,1713200.0
2004/5/5,8.65,8.845,8.65,8.7625,8.7625,2173200.0
2004/5/6,8.7625,,8.635,8.81,,1603600.0
2004/5/7,8.8,8.825,8.6725,8.7,8.7,1553600.0
2004/5/10,8.6625,8.6625,8.4375,8.4525,8.4525,1541600.0
2004/5/11,8.5075,8.5825,8.47,8.5375,8.5375,1324800.0
2004/5/12,8.5,8.62,8.365,8.585,8.585,1901200.0
2004/5/13,8.59,8.75,8.5875,8.7125,8.7125,1774800.0
2004/5/14,8.7125,,8.7,,8.755,1080800.0
2004/5/17,8.745,8.745,8.6525,,8.71,2207600.0
2004/5/18,8.7125,,,8.6725,,1399600.0
2004/5/19,8.7125,8.85,8.7075,8.83,8.83,1659200.0
2004/5/20,8.83,8.945,8.81,8.8425,8.8425,3056400.0
2004/5/21,8.8425,8.8975,8.8,8.88,8.88,1935600.0
2004/5/24,8.905,8.9225,8.7925,8.825,,1415600.0
2004/5/25,8.775,8.8325,,8.83,8.83,2144000.0
2004/5/26,,8.9625,8.775,8.9325,8.9325,930800.0
2004/5/27,8.935,9.095,8.93,9.095,9.095,1792800.0
2004/5/28,9.095,9.0975,8.9975,9.0625,9.0625,1632400.0
2004/6/1,9.1,9.1775,8.95,,9.0825,
2004/6/2,9.12,9.1925,9.065,9.145,9.145,1792000.0
2004/6/3,9.125,9.125,9.0025,9.01,9.01,1038000.0
2004/6/4,9.025,9.0375,8.95,,8.9975,1256400.0
2004/6/7,9.0175,9.06,8.9625,,9.03,2052400.0
2004/6/8,9.03,9.1075,8.91,,,1584800.0
2004/6/9,9.1225,,8.9625,8.9825,8.9825,
2004/6/10,9.0,9.05,8.9825,9.0,9.0,1085600.0
2004/6/14,8.975,9.0175,8.9575,8.9675,8.9675,824400.0
2004/6/15,8.9675,9.0975,,8.9925,8.9925,1139600.0
2004/6/16,9.0,9.0425,8.85,8.885,8.885,1628400.0
2004/6/17,8.875,8.975,,8.925,8.925,1225600.0
2004/6/18,8.8875,8.985,8.8675,8.9225,8.9225,1708400.0
2004/6/21,8.89,9.005,8.865,8.885,8.885,1576000.0
2004/6/22,8.91,8.975,8.845,,8.975,936000.0
2004/6/23,8.975,9.03,8.87,9.0125,9.0125,660400.0
2004/6/24,8.925,,8.525,8.75,8.75,9489200.0
2004/6/25,8.75,8.825,8.745,8.765,8.765,2368000.0
2004/6/28,8.745,8.775,8.6175,8.635,8.635,2041600.0
2004/6/29,8.61,8.8075,8.61,8.78,8.78,2163600.0
2004/6/30,8.7825,8.7825,8.6725,8.7125,8.7125,2678800.0
2004/7/1,8.7325,8.7375,8.5275,8.5425,8.5425,2600400.0
2004/7/2,8.5675,8.575,8.375,8.46,8.46,3283600.0
2004/7/6,8.47,8.485,8.3575,8.4125,,2436400.0
2004/7/7,8.4325,,8.4325,8.495,8.495,1891600.0
2004/7/8,8.4975,8.4975,8.3475,,8.38,1844400.0
2004/7/9,,8.425,8.19,8.2775,8.2775,2565200.0
2004/7/12,8.3125,8.35,8.2,8.3025,8.3025,2268000.0
2004/7/13,8.2675,8.325,8.22,8.2525,8.2525,842000.0
2004/7/14,8.23,8.445,8.2125,,,1356800.0
2004/7/15,8.32,8.4675,8.2975,8.4175,8.4175,
2004/7/16,8.425,8.4925,8.3175,8.3175,8.3175,1443600.0
2004/7/19,8.36,8.47,8.3575,,8.415,1758000.0
2004/7/20,8.44,8.4775,8.375,8.405,8.405,1897600.0
2004/7/21,8.43,8.57,,8.4,8.4,1340000.0
2004/7/22,8.4,,8.295,8.4125,,1190800.0
2004/7/23,8.425,8.4875,8.345,8.3575,8.3575,2065600.0
2004/7/26,,8.36,8.1425,8.1925,,1304800.0
2004/7/27,8.1925,,8.19,8.27,8.27,2714800.0
2004/7/28,8.4125,8.6925,8.4125,8.6125,8.6125,7501200.0
2004/7/29,8.6325,8.79,8.62,8.73,8.73,2538000.0
2004/7/30,8.73,8.88,8.6675,8.7925,8.7925,1563200.0
2004/8/2,8.805,8.92,8.7825,8.8825,8.8825,1491200.0
2004/8/3,8.8875,8.91,8.7125,8.7125,8.7125,1402800.0
2004/8/4,8.7125,8.725,8.59,,8.6825,1390400.0
2004/8/5,8.6875,8.695,8.515,8.535,8.535,1910400.0
2004/8/6,8.5,8.5025,8.275,,8.34,1682800.0
2004/8/9,8.325,8.3825,8.26,8.28,8.28,753200.0
2004/8/10,8.28,8.4775,8.2575,8.45,8.45,2453600.0
2004/8/11,8.42,8.595,8.36,8.5475,8.5475,1021200.0
2004/8/12,8.5425,8.5425,8.385,8.455,8.455,841600.0
2004/8/13,8.475,,,8.4075,8.4075,484800.0
2004/8/16,,8.5375,8.41,,8.4725,
2004/8/17,8.4875,8.51,8.4175,8.45,8.45,907600.0
2004/8/18,8.45,8.5475,8.42,8.51,8.51,867200.0
2004/8/19,,8.5375,8.475,8.5,8.5,858800.0
2004/8/20,8.5,8.655,8.4875,8.64,8.64,914400.0
2004/8/23,,,8.6175,8.6425,8.6425,813200.0
2004/8/24,8.68,8.7125,8.625,8.6625,8.6625,778800.0
2004/8/25,8.65,8.7475,8.635,8.7175,,584400.0
2004/8/26,8.72,8.74,8.6625,8.71,8.71,507600.0
2004/8/27,8.73,8.8475,8.7,8.825,8.825,864400.0
2004/8/30,8.8375,8.8375,8.7375,8.74,8.74,614800.0
2004/8/31,8.775,8.9,8.775,8.8275,8.8275,1490000.0
2004/9/1,8.795,8.98,8.795,8.98,8.98,877600.0
2004/9/2,9.0,,9.0,,9.0875,884400.0
2004/9/3,9.0625,9.12,9.005,9.0975,9.0975,1073600.0
2004/9/7,9.1125,9.135,9.08,9.13,9.13,1155200.0
2004/9/8,9.13,9.13,9.0275,9.0375,9.0375,2196800.0
2004/9/9,9.0375,,,8.835,8.835,2009600.0
2004/9/10,8.8575,8.9425,8.8,8.8775,8.8775,1059200.0
2004/9/13,8.8775,8.91,8.85,8.8875,8.8875,982800.0
2004/9/14,8.9,8.9875,8.8375,8.9325,,1771200.0
2004/9/15,8.9125,8.935,8.8475,8.8925,8.8925,1394400.0
2004/9/16,8.9125,8.9625,8.9125,8.93,8.93,722400.0
2004/9/17,8.9475,,8.9475,9.0625,9.0625,1090800.0
2004/9/20,9.05,9.125,9.0175,9.0425,9.0425,
2004/9/21,9.0425,9.065,8.985,9.0225,9.0225,853600.0
2004/9/22,9.0125,,,8.94,8.94,987200.0
2004/9/23,8.94,8.9525,8.8875,8.9025,8.9025,1467200.0
2004/9/24,8.875,9.0875,8.875,8.97,8.97,802400.0
2004/9/27,8.925,8.9275,8.8025,8.825,8.825,
2004/9/28,8.8125,8.815,8.405,8.525,8.525,5560400.0
2004/9/29,8.5625,8.705,8.3725,8.3775,8.3775,5056400.0
2004/9/30,8.3775,8.4125,8.275,8.375,8.375,5127600.0
2004/10/1,8.395,8.4625,8.38,8.3925,8.3925,3668400.0
2004/10/4,,8.49,8.4075,8.455,8.455,2330000.0
2004/10/5,8.47,8.5225,8.4125,,8.5025,3206000.0
2004/10/6,8.5225,8.5675,8.475,8.5225,8.5225,1635200.0
2004/10/7,8.535,8.535,8.3975,8.4,,1646400.0
2004/10/8,,8.4975,8.3175,8.3475,8.3475,1875600.0
2004/10/11,8.3475,8.3725,8.3125,,8.3475,1410000.0
2004/10/12,,,8.25,8.25,8.25,2357200.0
2004/10/13,8.2875,8.31,,8.15,8.15,2596800.0
2004/10/14,8.1625,,8.1625,8.195,8.195,1476800.0
2004/10/15,8.22,8.2925,8.1475,,8.2025,1530400.0
2004/10/18,8.2,8.4275,8.185,8.3725,,1376800.0
2004/10/19,8.375,8.3875,8.2275,8.25,8.25,1248000.0
2004/10/20,8.225,,8.225,8.345,8.345,1934000.0
2004/10/21,8.3575,8.4075,8.3325,8.34,8.34,1316000.0
2004/10/22,8.375,8.6225,8.375,8.47,8.47,2330400.0
2004/10/25,8.47,8.47,,8.415,8.415,2088400.0
2004/10/26,8.42,8.5075,8.3625,8.405,8.405,2127600.0
2004/10/27,8.425,8.6275,8.425,8.625,8.625,1183200.0
2004/10/28,8.6275,8.745,8.605,8.6825,8.6825,944400.0
2004/10/29,8.6675,8.7425,8.4525,8.545,8.545,1885200.0
2004/11/1,,8.5875,8.4725,8.545,8.545,942400.0
2004/11/2,,8.6525,8.51,,8.54,1116000.0
2004/11/3,8.5625,,8.5625,8.6775,8.6775,832000.0
2004/11/4,8.675,8.7825,8.5825,8.77,,1002000.0
2004/11/5,8.795,8.8775,8.775,8.84,8.84,1092400.0
2004/11/8,8.8375,8.9,8.8375,8.885,8.885,953200.0
2004/11/9,8.91,8.9525,8.74,8.8875,8.8875,1292000.0
2004/11/10,8.875,,,8.9425,8.9425,967200.0
2004/11/11,,9.02,8.875,8.99,8.99,740000.0
2004/11/12,9.05,9.05,8.8825,8.9975,8.9975,604400.0
2004/11/15,,9.035,8.9525,8.9775,8.9775,708400.0
2004/11/16,9.0,9.0925,8.955,8.975,8.975,1777600.0
2004/11/17,8.975,9.0925,8.9675,9.0075,9.0075,868400.0
2004/11/18,9.005,9.005,8.87,8.995,8.995,1037200.0
2004/11/19,9.0125,9.025,8.815,,8.88,952000.0
2004/11/22,8.89,9.0075,8.865,9.005,9.005,830400.0
2004/11/23,9.005,9.1925,8.9875,9.175,,
2004/11/24,,9.325,9.2125,9.3,9.3,1049600.0
2004/11/26,,9.315,,9.2825,9.2825,622000.0
2004/11/29,9.325,9.37,,9.3625,,1012400.0
2004/11/30,9.3625,9.405,9.2975,9.4025,9.4025,930000.0
2004/12/1,,9.4375,9.3225,9.42,9.42,856400.0
2004/12/2,9.4,9.4025,9.2475,,9.2625,2469600.0
2004/12/3,8.9925,9.8875,8.9925,9.8675,9.8675,6294000.0
2004/12/6,9.8675,9.8675,9.605,9.6325,9.6325,3147600.0
2004/12/7,9.625,9.8375,9.625,9.7625,9.7625,2140800.0
2004/12/8,9.75,10.15,9.7425,10.13,10.13,3593600.0
2004/12/9,10.125,10.56,10.05,10.43,10.43,4750800.0
2004/12/10,10.4,,10.34,10.4375,10.4375,1695200.0
2004/12/13,10.4075,,10.2025,10.3,10.3,
2004/12/14,10.2625,10.5125,10.13,10.4825,10.4825,2202000.0
2004/12/15,10.445,10.4625,10.19,10.26,,2864400.0
2004/12/16,,10.26,10.0775,10.245,,2316000.0
2004/12/17,10.245,10.46,10.1875,,10.3925,1673200.0
2004/12/20,10.3925,10.4375,10.235,10.2775,10.2775,950800.0
2004/12/21,10.26,10.2625,10.105,10.1225,10.1225,1668400.0
2004/12/22,10.125,10.2375,,10.22,,1182400.0
2004/12/23,10.2325,,10.2325,10.4325,,1397200.0
2004/12/27,,10.4575,10.32,10.4225,10.4225,929600.0
2004/12/28,10.425,,10.38,10.565,10.565,1182400.0
2004/12/29,10.565,10.565,10.425,10.4625,10.4625,666800.0
2004/12/30,10.45,10.47,10.3475,10.4525,10.4525,550400.0
2004/12/31,10.4525,10.4525,10.2975,10.315,10.315,923600.0
2005/1/3,10.315,10.355,10.1525,10.1875,10.1875,1612400.0
2005/1/4,10.1625,10.1675,,9.97,9.97,2601600.0
2005/1/5,9.925,9.95,9.8375,9.8675,9.8675,1754000.0
2005/1/6,9.8675,10.0425,9.8675,10.0075,10.0075,
2005/1/7,10.0,10.0475,9.92,10.0125,10.0125,
2005/1/10,10.01,10.3875,,10.325,10.325,2053200.0
2005/1/11,,10.3125,10.05,10.0625,10.0625,1512800.0
2005/1/12,10.08,,9.9475,,10.025,2270800.0
2005/1/13,10.0125,10.11,9.9975,10.08,10.08,
2005/1/14,10.055,10.295,10.04,10.295,10.295,1305600.0
2005/1/18,10.25,10.4775,10.2125,10.4725,10.4725,1375600.0
2005/1/19,10.46,10.4625,,10.3275,10.3275,892800.0
2005/1/20,10.3,10.3625,10.16,10.2225,10.2225,1843600.0
2005/1/21,10.24,10.28,10.1975,10.2575,10.2575,1312800.0
2005/1/24,10.2575,10.49,,10.335,10.335,2539200.0
2005/1/25,10.335,10.4375,10.2175,10.2225,10.2225,1128000.0
2005/1/26,10.225,10.3025,10.145,10.1825,,1530000.0
2005/1/27,10.1325,10.3375,,10.2825,10.2825,1786800.0
2005/1/28,10.25,10.2825,9.6375,10.0425,10.0425,
2005/1/31,10.105,10.195,10.0675,10.175,10.175,1820000.0
2005/2/1,10.1875,10.285,,10.1275,10.1275,2078400.0
2005/2/2,10.1275,10.19,9.9625,10.0625,10.0625,2217200.0
2005/2/3,10.0375,10.1225,9.975,10.1125,10.1125,1571600.0
2005/2/4,10.1125,10.175,10.09,10.15,10.15,2556000.0
2005/2/7,10.15,10.2675,10.1275,10.1575,10.1575,1796400.0
2005/2/8,,10.27,10.125,10.2225,,1849200.0
2005/2/9,10.2225,,10.2,10.275,10.275,3217600.0
2005/2/10,,,10.3,10.35,10.35,1861600.0
2005/2/11,10.3875,10.6625,10.3825,10.6425,10.6425,1804000.0
2005/2/14,10.6425,10.7,10.4725,10.505,10.505,1880400.0
2005/2/15,10.5,,10.465,10.565,10.565,1037200.0
2005/2/16,10.565,10.6075,10.5375,10.5575,10.5575,1115200.0
2005/2/17,10.575,10.615,10.49,10.5,10.5,1078000.0
2005/2/18,10.5075,10.5075,,10.465,10.465,1036800.0
2005/2/22,10.44,10.45,10.3125,,10.3125,1476800.0
2005/2/23,10.3125,10.5125,10.3075,10.4925,10.4925,1234800.0
2005/2/24,10.465,10.625,10.4475,10.6125,10.6125,1203600.0
2005/2/25,10.6125,10.7,10.515,10.6875,10.6875,1656000.0
2005/2/28,,10.755,10.605,10.7525,10.7525,1527600.0
2005/3/1,,10.9325,10.7575,10.9075,10.9075,1634400.0
2005/3/2,10.9375,11.0575,10.8525,11.02,,1710400.0
2005/3/3,,11.005,10.8525,10.9425,10.9425,1660400.0
2005/3/4,10.975,11.03,,10.9825,10.9825,779200.0
2005/3/7,10.9625,10.9625,,10.8875,,1132800.0
2005/3/8,10.8875,10.98,10.7075,,10.7675,1396000.0
2005/3/9,10.75,10.8775,10.7475,10.8675,,
2005/3/10,10.88,10.97,,10.8575,10.8575,958800.0
2005/3/11,10.8725,10.905,10.825,10.855,10.855,
2005/3/14,,11.0875,10.86,11.07,11.07,1480000.0
2005/3/15,11.1125,11.16,10.8725,,10.92,955600.0
2005/3/16,10.92,10.92,10.7075,10.7375,10.7375,1258800.0
2005/3/17,10.725,10.8175,10.6775,10.76,10.76,776000.0
2005/3/18,10.8225,10.855,,10.845,10.845,1856800.0
2005/3/21,10.82,10.8925,10.75,10.875,10.875,957600.0
2005/3/22,10.875,10.9125,10.77,10.8225,10.8225,1305200.0
2005/3/23,10.8,10.82,10.7525,10.7775,10.7775,1413200.0
2005/3/24,10.7775,10.835,10.715,10.7175,10.7175,1565200.0
2005/3/28,10.7125,10.75,10.6475,10.72,10.72,
2005/3/29,10.6825,10.84,10.65,10.7525,10.7525,1230400.0
2005/3/30,10.75,10.855,10.685,10.8525,10.8525,2278400.0
2005/3/31,10.8525,10.8625,10.7925,10.805,10.805,1363200.0
2005/4/1,,10.875,10.775,10.8075,10.8075,
2005/4/4,10.825,10.83,10.6275,10.6825,10.6825,1310000.0
2005/4/5,10.6875,10.765,10.6875,10.735,10.735,1297200.0
2005/4/6,10.7425,10.82,10.705,10.725,10.725,1430400.0
2005/4/7,10.695,10.7,,10.67,10.67,1857600.0
2005/4/8,10.6475,10.6475,10.5625,10.6225,10.6225,869600.0
2005/4/11,10.6225,10.685,10.605,10.6225,10.6225,816800.0
2005/4/12,10.625,10.6425,10.5025,10.56,10.56,1502800.0
2005/4/13,,10.72,10.5725,10.63,,1240000.0
2005/4/14,10.625,10.6625,10.45,10.4975,10.4975,3590800.0
2005/4/15,10.46,10.635,10.425,10.4625,10.4625,1739200.0
2005/4/18,10.4375,10.56,10.405,,10.5175,1467600.0
2005/4/19,,10.65,10.5325,10.605,10.605,1464800.0
2005/4/20,10.62,10.715,10.525,10.535,10.535,
2005/4/21,10.5975,10.64,10.4525,10.5975,10.5975,3512000.0
2005/4/22,10.5975,10.69,10.4525,10.655,10.655,3856400.0
2005/4/25,10.6625,10.9825,10.6575,10.945,10.945,3682000.0
2005/4/26,10.95,11.08,10.8325,10.9025,10.9025,2430400.0
2005/4/27,,11.0125,10.8175,10.9975,10.9975,1205600.0
2005/4/28,10.995,11.05,10.9375,11.0275,11.0275,2244800.0
2005/4/29,11.0325,11.0375,10.915,11.01,11.01,3202400.0
2005/5/2,11.0,11.225,11.0,11.19,11.19,2220000.0
2005/5/3,11.1825,11.35,11.155,11.2725,11.2725,2314800.0
2005/5/4,,11.37,11.2375,11.3325,11.3325,2104000.0
2005/5/5,11.3325,11.4275,11.2325,11.385,11.385,1792000.0
2005/5/6,11.3975,11.45,11.375,11.4325,11.4325,1060000.0
2005/5/9,11.43,11.55,11.3575,11.55,11.55,1692400.0
2005/5/10,11.5,11.6725,11.33,11.3775,11.3775,3440000.0
2005/5/11,11.3775,11.4875,11.3525,11.475,11.475,
2005/5/12,11.435,11.4625,11.3125,11.34,11.34,1346000.0
2005/5/13,11.325,11.3475,11.1375,11.265,11.265,633600.0
2005/5/16,11.265,11.37,11.25,11.3525,11.3525,746800.0
2005/5/17,11.3375,11.3525,,11.325,,1457600.0
2005/5/18,11.3125,11.47,11.3125,11.47,11.47,1652800.0
2005/5/19,11.4675,11.525,11.405,11.5225,11.5225,
2005/5/20,11.525,11.525,11.4325,11.4925,,1370400.0
2005/5/23,11.49,11.5875,11.45,11.565,11.565,703600.0
2005/5/24,,11.5675,11.4325,11.5325,11.5325,1466000.0
2005/5/25,11.5,11.5,11.365,11.3925,11.3925,2094800.0
2005/5/26,,11.4575,,11.445,11.445,
2005/5/27,11.43,11.595,11.375,11.5725,11.5725,1288400.0
2005/5/31,11.595,11.595,11.4275,11.4275,11.4275,1247200.0
2005/6/1,11.35,11.5575,11.35,11.5,11.5,1308800.0
2005/6/2,11.5,11.675,11.4475,11.645,11.645,1704000.0
2005/6/3,11.6475,11.7225,,11.69,11.69,2032800.0
2005/6/6,11.69,11.69,11.4825,11.54,11.54,2334400.0
2005/6/7,11.5675,11.7,11.5675,11.6525,,2864400.0
2005/6/8,11.6675,11.6825,,11.485,11.485,769600.0
2005/6/9,11.4825,11.4825,11.29,,,1926800.0
2005/6/10,11.355,11.37,11.22,11.24,11.24,1570000.0
2005/6/13,11.2425,11.2975,11.2075,11.26,11.26,958400.0
2005/6/14,10.75,10.84,,,,8037600.0
2005/6/15,10.8125,,10.74,10.79,10.79,2923600.0
2005/6/16,,10.865,10.755,10.815,10.815,972400.0
2005/6/17,10.825,10.85,10.7325,10.82,,2075200.0
2005/6/20,10.7575,10.82,10.6875,10.72,10.72,1913200.0
2005/6/21,10.7225,,10.665,10.695,10.695,1355200.0
2005/6/22,10.645,10.6475,10.3825,10.625,10.625,
2005/6/23,10.605,10.7125,,,10.6625,1751200.0
2005/6/24,10.725,10.7725,,10.5775,10.5775,2094000.0
2005/6/27,10.595,10.6375,10.55,10.5975,10.5975,1072800.0
2005/6/28,10.6225,10.7175,10.6225,10.705,10.705,1568400.0
2005/6/29,10.73,10.73,10.625,,10.7,2347200.0
2005/6/30,10.725,10.8325,10.69,10.755,10.755,1585600.0
2005/7/1,10.755,10.8,10.655,10.75,10.75,1269200.0
2005/7/5,10.7425,10.8925,10.72,10.75,10.75,1140400.0
2005/7/6,10.7375,10.7375,10.5575,10.5575,,1810400.0
2005/7/7,10.495,10.5625,10.4225,10.5075,10.5075,1448400.0
2005/7/8,10.495,10.5725,10.435,,,1744800.0
2005/7/11,10.57,,10.5375,10.5725,10.5725,
2005/7/12,10.565,,10.4925,10.5775,10.5775,1076400.0
2005/7/13,10.5775,10.5775,10.4875,10.5075,10.5075,680000.0
2005/7/14,10.52,,10.3625,10.375,,1461200.0
2005/7/15,10.3275,10.37,10.1725,10.225,10.225,3142000.0
2005/7/18,10.165,10.2875,10.155,10.23,10.23,1853200.0
2005/7/19,10.2675,10.285,10.05,10.1625,10.1625,2938000.0
2005/7/20,10.0975,10.2675,,10.215,10.215,2485200.0
2005/7/21,10.225,10.3675,10.1775,10.2775,10.2775,1736000.0
2005/7/22,,11.37,10.8125,11.115,11.115,12950800.0
2005/7/25,11.14,11.275,11.075,11.265,11.265,3662000.0
2005/7/26,11.3125,11.5025,11.305,11.475,11.475,3781200.0
2005/7/27,11.5025,11.5625,11.375,11.475,11.475,1909600.0
2005/7/28,11.5025,,11.3925,11.5625,,1873200.0
2005/7/29,11.55,11.5875,11.44,11.4675,11.4675,1182800.0
2005/8/1,11.4675,11.5075,11.425,11.4625,11.4625,1665600.0
2005/8/2,11.4375,11.4725,11.3525,11.395,11.395,1785200.0
2005/8/3,11.4,11.435,11.3125,11.35,11.35,1137200.0
2005/8/4,11.3,11.355,11.225,,11.25,1169200.0
2005/8/5,11.215,,11.125,11.135,11.135,1475200.0
2005/8/8,11.1225,11.1625,10.97,10.975,10.975,1951200.0
2005/8/9,10.9875,11.0,10.9325,11.0,11.0,1518400.0
2005/8/10,11.03,11.0525,10.895,,10.925,1376000.0
2005/8/11,10.9375,11.125,10.9375,11.0425,11.0425,1375200.0
2005/8/12,11.0175,11.075,,11.005,11.005,1076400.0
2005/8/15,10.98,11.085,10.935,11.035,11.035,744000.0
2005/8/16,11.0175,11.02,10.8625,10.885,10.885,887200.0
2005/8/17,10.93,10.94,10.8325,10.88,10.88,1540000.0
2005/8/18,,10.875,,10.84,10.84,914800.0
2005/8/19,10.86,10.89,10.64,10.7525,10.7525,1209600.0
2005/8/22,10.775,10.8,10.615,10.78,10.78,1104400.0
2005/8/23,10.78,10.825,10.6,10.73,10.73,1233200.0
2005/8/24,10.7325,10.83,10.7075,,10.7525,970000.0
2005/8/25,10.735,10.7625,10.6225,10.6625,10.6625,1047200.0
2005/8/26,10.7,10.8175,,10.78,,1396400.0
2005/8/29,10.7825,10.9075,,10.9025,10.9025,1069200.0
2005/8/30,10.8825,10.9125,10.79,10.895,10.895,1259600.0
2005/8/31,10.875,11.0275,,11.0,11.0,1302400.0
2005/9/1,10.9375,11.05,10.9375,11.02,,1045600.0
2005/9/2,11.05,11.11,10.9375,10.95,10.95,481200.0
2005/9/6,,11.2025,10.995,11.2025,,1088400.0
2005/9/7,11.225,11.275,11.1475,11.16,11.16,
2005/9/8,11.16,11.1875,10.935,10.9775,10.9775,1819600.0
2005/9/9,,11.04,10.925,,10.9875,1093200.0
2005/9/12,11.0,11.0375,10.935,,10.985,736400.0
2005/9/13,10.985,11.06,10.9175,10.9775,,1016000.0
2005/9/14,11.045,,10.9375,10.9725,10.9725,757200.0
2005/9/15,11.0,11.055,,10.925,10.925,1104400.0
2005/9/16,,11.025,10.9,10.995,10.995,986000.0
2005/9/19,10.9775,11.0425,10.9025,11.0325,11.0325,963600.0
2005/9/20,11.05,11.1,10.855,10.9275,10.9275,882400.0
2005/9/21,10.9,10.9,10.75,10.7975,10.7975,1197200.0
2005/9/22,10.7625,10.895,10.75,10.895,10.895,1496000.0
2005/9/23,10.8625,10.8625,10.8025,10.83,,1072000.0
2005/9/26,10.8625,10.9925,10.8075,10.94,10.94,1141200.0
2005/9/27,10.99,11.0175,10.8925,11.005,11.005,952000.0
2005/9/28,11.025,11.065,10.8875,10.9125,10.9125,892400.0
2005/9/29,10.925,,10.84,11.0025,11.0025,
2005/9/30,10.975,11.105,10.875,11.1025,11.1025,1088800.0
2005/10/3,11.01,11.1275,10.975,11.0475,,2737600.0
2005/10/4,11.06,11.235,11.05,11.08,11.08,1060000.0
2005/10/5,11.0625,11.085,10.905,10.915,10.915,989200.0
2005/10/6,,10.9525,10.7525,10.8575,10.8575,1563600.0
2005/10/7,10.8625,10.9075,10.6675,10.7625,10.7625,883200.0
2005/10/10,10.7625,10.775,10.6025,10.6475,10.6475,812000.0
2005/10/11,10.6725,10.725,10.4875,10.4975,10.4975,1006000.0
2005/10/12,,10.5425,10.3525,10.435,10.435,1605600.0
2005/10/13,10.45,10.5675,10.4275,10.475,10.475,879600.0
2005/10/14,10.5125,10.58,10.3875,10.48,,1107200.0
2005/10/17,,10.4875,10.375,10.475,10.475,1687200.0
2005/10/18,10.5,10.7475,10.45,,10.71,3125600.0
2005/10/19,10.7,10.7575,10.6275,10.75,10.75,
2005/10/20,10.775,10.8025,10.6475,10.7225,10.7225,1614400.0
2005/10/21,10.7225,10.7475,,10.635,10.635,1126400.0
2005/10/24,10.635,10.69,10.525,10.6725,10.6725,1718000.0
2005/10/25,10.67,,10.495,10.5375,10.5375,1022400.0
2005/10/26,10.54,10.54,10.375,10.4075,10.4075,2486800.0
2005/10/27,10.405,10.4525,10.2375,10.2625,10.2625,1600400.0
2005/10/28,10.3075,10.35,10.135,10.335,10.335,1702400.0
2005/10/31,10.3375,10.53,10.3275,,10.345,1392000.0
2005/11/1,10.2825,10.495,10.2825,10.4375,10.4375,1331200.0
2005/11/2,10.39,10.575,10.39,10.505,10.505,1125600.0
2005/11/3,10.505,10.57,10.4275,10.5,10.5,1488800.0
2005/11/4,10.5125,10.525,10.365,10.475,10.475,923200.0
2005/11/7,10.4875,10.5425,,10.475,10.475,
2005/11/8,10.465,10.555,10.42,10.555,10.555,1020800.0
2005/11/9,10.54,10.6625,10.54,10.6,10.6,
2005/11/10,10.5975,10.6525,10.455,10.565,10.565,
2005/11/11,10.57,10.585,10.4225,10.5325,,1030000.0
2005/11/14,10.5325,10.535,10.4125,10.485,10.485,752000.0
2005/11/15,,10.5125,10.38,10.475,10.475,1375200.0
2005/11/16,10.4925,10.525,10.4625,10.4975,10.4975,1609600.0
2005/11/17,10.5125,10.5175,,,10.45,1210400.0
2005/11/18,10.4625,10.4875,10.3875,10.4225,10.4225,1322400.0
2005/11/21,10.4375,10.4375,10.345,10.3925,10.3925,1763200.0
2005/11/22,,10.385,10.2525,10.2775,10.2775,1906400.0
2005/11/23,10.295,10.325,10.22,,10.2475,1335600.0
2005/11/25,10.275,10.3525,10.26,10.325,10.325,190400.0
2005/11/28,,10.325,10.1075,10.1125,10.1125,1873600.0
2005/11/29,10.1375,10.19,9.9125,9.9625,9.9625,2258400.0
2005/11/30,10.02,10.125,9.9725,,9.9975,2890800.0
2005/12/1,9.9825,10.15,9.9375,10.15,10.15,
2005/12/2,10.15,10.5375,,10.475,,2542000.0
2005/12/5,10.475,10.565,10.3575,10.4375,10.4375,1346400.0
2005/12/6,10.4825,10.55,10.45,10.475,10.475,1141200.0
2005/12/7,10.5,10.56,10.3275,10.37,10.37,1474800.0
2005/12/8,10.3875,,10.255,10.3225,10.3225,
2005/12/9,10.375,10.4525,10.35,10.375,10.375,1517200.0
2005/12/12,10.43,,10.365,,,1039600.0
2005/12/13,10.4375,10.4725,,10.4125,10.4125,1040800.0
2005/12/14,10.45,10.56,10.4,10.4725,10.4725,993600.0
2005/12/15,10.485,10.5025,10.4075,,,847600.0
2005/12/16,10.4875,10.6425,10.47,10.5075,,1311600.0
2005/12/19,10.545,10.545,10.3225,10.375,10.375,1013600.0
2005/12/20,10.435,10.4375,10.3325,10.39,10.39,856400.0
2005/12/21,10.4425,10.455,,10.45,10.45,1119200.0
2005/12/22,,10.585,10.44,10.505,10.505,584400.0
2005/12/23,10.53,10.6,10.425,10.5075,10.5075,516400.0
